Hostname,Datetime,IP,Name,Description,PID,VID,SN
MAGLOCX001,1/9/2024 11:06:52 PM,10.192.11.250,c38xx Stack,c38xx Stack,WS-C3850-48P-E,V02,FOC1749Y0XR
MAGLOCX001,1/9/2024 11:06:52 PM,10.192.11.250,Switch 1,WS-C3850-48P-E,WS-C3850-48P-E,V02,FOC1749Y0XR
MAGLOCX001,1/9/2024 11:06:52 PM,10.192.11.250,Switch 1 - Power Supply A,Switch 1 - Power Supply A,PWR-C1-715WAC,V01,LIT1746173D
MAGLOFW011,1/9/2024 11:06:46 PM,10.192.252.1,module 0,"Firepower 1010 Appliance, Desktop, 8 GE, 1 MGMT",FPR-1010,V01,JMX2538X131
MAGLOVR003,1/9/2024 11:07:01 PM,10.192.51.251,VG204XM Chassis,VG204XM Chassis,VG204XM,V01,FOL2525Z004
