Hostname,Datetime,IP,Name,Description,PID,VID,SN
BOCLOCX001,1/9/2024 11:06:53 PM,10.163.11.250,c38xx Stack,c38xx Stack,WS-C3850-12X48U-E,V02,FOC2211U1CD
BOCLOCX001,1/9/2024 11:06:53 PM,10.163.11.250,Switch 1,WS-C3850-12X48U-E,WS-C3850-12X48U-E,V02,FOC2211U1CD
BOCLOCX001,1/9/2024 11:06:53 PM,10.163.11.250,Switch 1 - Power Supply A,Switch 1 - Power Supply A,PWR-C1-1100WAC,V02,DTN2212V45J
BOCLOCX001,1/9/2024 11:06:53 PM,10.163.11.250,Switch 1 - Power Supply B,Switch 1 - Power Supply B,PWR-C1-1100WAC,V02,DTN2212V45H
BOCLOFW011,1/9/2024 11:07:13 PM,10.163.252.1,module 0,"Firepower 1010 Appliance, Desktop, 8 GE, 1 MGMT",FPR-1010,V01,JMX2538X143
BOCLOVR003,1/9/2024 11:07:09 PM,10.163.51.251,VG204XM Chassis,VG204XM Chassis,VG204XM,V01,FOL2527Z003
