Hostname,Datetime,IP,Name,Description,PID,VID,SN
ESSLOIX001,1/9/2024 11:05:58 PM,10.136.11.191,1,WS-C2960CX-8TC-L,WS-C2960CX-8TC-L,V04,FOC2430L4YQ
ESSLOVR003,1/9/2024 11:06:00 PM,10.136.51.250,VG202XM Chassis,VG202XM Chassis,VG202XM,V01,FCH2425T011
ESSLOCX001,1/9/2024 11:05:59 PM,10.136.11.250,c93xx Stack,c93xx Stack,C9300-48UXM,V03,FOC2503LHZW
ESSLOCX001,1/9/2024 11:05:59 PM,10.136.11.250,Switch 1,C9300-48UXM,C9300-48UXM,V03,FOC2503LHZW
ESSLOCX001,1/9/2024 11:05:59 PM,10.136.11.250,Switch 1 - Power Supply A,Switch 1 - Power Supply A,PWR-C1-1100WAC-P,V01,DCC2442D2MA
ESSLOCX001,1/9/2024 11:05:59 PM,10.136.11.250,Switch 1 - Power Supply B,Switch 1 - Power Supply B,PWR-C1-1100WAC-P,V01,DCC2442D2KV
ESSLOFW003,1/9/2024 11:06:05 PM,10.136.252.1,module 0,"Firepower 1010 Appliance, Desktop, 8 GE, 1 MGMT",FPR-1010,V01,JMX2430X2FE
ESSLOIX001,1/9/2024 11:05:58 PM,10.136.11.191,1,WS-C2960CX-8TC-L,WS-C2960CX-8TC-L,V04,FOC2430L4YQ
